PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,1527596,0.958ms,6.044ms,244.665ms,9233070.068ms,60.599ms,11.318ms,4.378ms,83549.021,95.801%
PAYMENT,1527176,0.519ms,4.535ms,232.649ms,6926082.490ms,53.520ms,8.835ms,3.237ms,71120.654,71.864%
DELIVERY,152160,1.751ms,12.485ms,328.293ms,1899682.271ms,77.365ms,31.004ms,8.873ms,132653.491,19.711%
SLEV,153912,1.415ms,3.630ms,317.153ms,558674.935ms,9.766ms,5.694ms,3.257ms,25614.561,5.797%
OSTAT,153380,0.321ms,1.948ms,104.218ms,298746.992ms,10.522ms,5.485ms,1.252ms,25060.429,3.100%
