TPM,time
10038,0
81018,10
98574,20
95994,30
93636,40
96576,50
95352,60
87546,70
101994,80
90264,90
82074,100
91446,110
79590,120
91362,130
89412,140
93960,150
99942,160
87792,170
94854,180
83034,190
86406,200
84876,210
79332,220
90864,230
89448,240
89580,250
81066,260
89706,270
90198,280
91086,290
102912,300
101052,310
104484,320
95958,330
94200,340
99414,350
83220,360
103158,370
104490,380
92640,390
99048,400
89046,410
95826,420
86526,430
90012,440
73932,450
94614,460
91374,470
90456,480
85056,490
87156,500
75162,510
77868,520
77568,530
94296,540
91764,550
94512,560
98016,570
88020,580
94350,590
27366,600
