TPM,time
24,0
60540,10
84444,20
87192,30
92712,40
89718,50
96216,60
110112,70
108162,80
94458,90
103062,100
107250,110
107370,120
94452,130
101070,140
101592,150
105600,160
96594,170
94896,180
101754,190
92190,200
92232,210
97560,220
89202,230
91674,240
99174,250
88422,260
83778,270
87852,280
91038,290
93468,300
68112,310
67182,320
68058,330
59454,340
63696,350
66036,360
65394,370
67056,380
57792,390
61962,400
61374,410
60684,420
56574,430
66138,440
83274,450
90456,460
90954,470
91656,480
95514,490
95460,500
92844,510
94080,520
95046,530
92310,540
90240,550
92112,560
82902,570
93978,580
97434,590
80628,600
26982,610
