TPM,time
0,0
54390,10
92082,20
92094,30
90834,40
99534,50
83142,60
84780,70
88752,80
92832,90
86394,100
86832,110
91194,120
89736,130
87714,140
89892,150
91110,160
83724,170
78720,180
39150,190
37578,200
40668,210
38238,220
36924,230
41286,240
4698,250
4254,260
4458,270
4740,280
70236,290
85884,300
78162,310
87504,320
100860,330
92928,340
96252,350
92340,360
94830,370
90762,380
92976,390
87126,400
97086,410
94452,420
98958,430
93522,440
92424,450
94194,460
89256,470
82452,480
93018,490
82920,500
83922,510
78612,520
87078,530
82722,540
61608,550
42072,560
42918,570
35880,580
43218,590
33984,600
6276,610
