TPM,time
6,0
69252,10
74034,20
71820,30
81300,40
93672,50
98634,60
97590,70
105144,80
106908,90
104010,100
107106,110
104802,120
108180,130
106986,140
108954,150
106902,160
110214,170
98340,180
96240,190
97896,200
101100,210
104202,220
102606,230
106890,240
106242,250
105648,260
106830,270
104178,280
103608,290
104610,300
106362,310
104310,320
108204,330
109464,340
109098,350
109422,360
106086,370
104862,380
106380,390
105132,400
107586,410
101112,420
92088,430
92610,440
94332,450
96012,460
101694,470
101784,480
101160,490
102084,500
104118,510
102990,520
105588,530
105816,540
102126,550
101928,560
107316,570
109974,580
105798,590
87528,600
50370,610
