TPM,time
6,0
33930,10
83358,20
83070,30
86598,40
76566,50
81966,60
87774,70
90996,80
94554,90
101622,100
99138,110
102102,120
92886,130
92628,140
94866,150
96180,160
101730,170
100566,180
97530,190
99048,200
105804,210
103188,220
93654,230
90780,240
87162,250
95268,260
96114,270
95346,280
98040,290
96648,300
98598,310
98316,320
100560,330
99084,340
96720,350
99450,360
102132,370
102282,380
99678,390
103566,400
101004,410
99750,420
101466,430
99516,440
98796,450
102678,460
100686,470
106422,480
101214,490
100374,500
103134,510
103902,520
101880,530
93066,540
88596,550
91374,560
94554,570
95058,580
99414,590
83310,600
82152,610
84474,620
