Timestamp,CPU%,MemUsage,NetIO,BlockIO,PIDs,VirtuaUsers
0,118.27,0.00,11.8GB / 61.6MB,51.20,11,8
0,369.19,95.23,11.8GB / 62.3MB,102.40,15,8
0,511.81,205.82,11.8GB / 63.5MB,153.60,16,8
0,512.65,273.40,11.8GB / 64.5MB,460.80,16,8
0,511.31,317.44,11.8GB / 65.7MB,204.80,16,8
0,511.65,350.20,11.8GB / 66.9MB,102.40,16,8
0,510.61,372.73,11.8GB / 68.2MB,102.40,16,8
0,520.71,390.14,11.8GB / 69.4MB,307.20,16,8
0,510.95,402.43,11.8GB / 70.5MB,153.60,16,8
0,509.75,414.72,11.8GB / 71.8MB,102.40,16,8
0,507.60,424.96,11.8GB / 73MB,51.20,16,8
0,522.72,435.20,11.8GB / 74.3MB,256.00,16,8
0,510.89,444.41,11.8GB / 75.5MB,68.27,16,8
0,507.16,452.60,11.8GB / 76.7MB,102.40,16,8
0,508.49,461.82,11.8GB / 77.9MB,102.40,16,8
1,511.08,470.01,11.8GB / 79.2MB,51.20,16,8
1,508.17,479.23,11.8GB / 80.4MB,358.40,16,8
1,509.16,488.44,11.8GB / 81.5MB,153.60,16,8
1,506.11,496.64,11.8GB / 82.8MB,102.40,16,8
1,506.16,504.83,11.8GB / 84.1MB,51.20,16,8
1,528.41,514.04,11.8GB / 85.3MB,307.20,16,8
1,509.33,523.26,11.8GB / 86.6MB,153.60,16,8
1,523.54,535.55,11.8GB / 87.7MB,102.40,17,8
1,527.99,552.96,11.8GB / 89MB,102.40,17,8
1,527.94,569.34,11.8GB / 90.2MB,51.20,17,8
1,540.53,588.80,11.8GB / 91.4MB,460.80,17,8
1,524.57,601.08,11.8GB / 92.6MB,153.60,17,8
1,525.15,614.40,11.8GB / 93.9MB,102.40,17,8
1,526.70,628.73,11.8GB / 95.1MB,51.20,17,8
1,527.27,643.07,11.8GB / 96.4MB,460.80,17,8
1,527.98,657.40,11.8GB / 97.6MB,153.60,17,8
1,526.86,671.74,11.8GB / 98.8MB,102.40,17,8
1,527.11,684.03,11.8GB / 100MB,51.20,17,8
1,540.84,697.34,11.9GB / 101MB,358.40,17,8
1,529.46,712.70,11.9GB / 103MB,153.60,17,8
1,530.23,724.99,11.9GB / 104MB,102.40,17,8
1,530.40,740.35,11.9GB / 105MB,102.40,17,8
1,546.85,753.66,11.9GB / 106MB,409.60,17,8
1,533.54,766.97,11.9GB / 107MB,102.40,17,8
1,526.51,781.31,11.9GB / 109MB,153.60,17,8
1,527.05,795.64,11.9GB / 110MB,51.20,17,8
1,541.82,809.98,11.9GB / 111MB,153.60,17,8
1,529.94,822.27,11.9GB / 112MB,409.60,17,8
1,525.34,836.60,11.9GB / 114MB,153.60,17,8
1,527.70,850.94,11.9GB / 115MB,102.40,17,8
2,526.92,864.25,11.9GB / 116MB,51.20,17,8
2,521.19,876.54,11.9GB / 118MB,460.80,17,8
2,528.33,889.85,11.9GB / 119MB,153.60,17,8
2,527.00,901.12,11.9GB / 120MB,102.40,17,8
2,523.13,915.45,11.9GB / 121MB,102.40,17,8
2,558.94,928.76,11.9GB / 123MB,409.60,17,8
2,533.50,941.05,11.9GB / 124MB,153.60,17,8
2,529.82,957.44,11.9GB / 125MB,102.40,17,8
2,529.84,970.75,11.9GB / 126MB,102.40,17,8
2,555.25,985.08,11.9GB / 128MB,409.60,17,8
2,531.23,998.40,11.9GB / 129MB,153.60,17,8
2,527.32,1011.71,11.9GB / 130MB,102.40,17,8
2,530.50,1026.04,11.9GB / 132MB,102.40,17,8
2,541.03,1040.38,11.9GB / 133MB,256.00,17,8
2,535.91,1053.69,11.9GB / 134MB,153.60,17,8
2,532.02,1068.03,11.9GB / 135MB,153.60,17,8
2,532.33,1080.32,11.9GB / 137MB,51.20,17,8
2,525.37,1093.63,11.9GB / 138MB,102.40,17,8
2,522.33,1107.96,11.9GB / 139MB,409.60,17,8
2,521.86,1118.20,11.9GB / 140MB,153.60,17,8
2,525.96,1132.54,11.9GB / 142MB,102.40,17,8
2,528.35,1147.90,11.9GB / 143MB,51.20,17,8
2,545.33,1160.19,11.9GB / 144MB,512.00,17,8
2,522.12,1173.50,11.9GB / 145MB,102.40,17,8
2,524.65,1185.79,11.9GB / 147MB,102.40,17,8
2,525.83,1199.10,11.9GB / 148MB,102.40,17,8
2,560.46,1211.39,11.9GB / 149MB,358.40,17,8
2,518.17,1223.68,11.9GB / 150MB,153.60,17,8
2,520.82,1233.92,11.9GB / 151MB,153.60,17,8
