PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,48584,8.246ms,104.673ms,1627.249ms,5085477.827ms,590.311ms,243.128ms,76.301ms,109823.795,92.989%
PAYMENT,48338,8.035ms,103.121ms,1626.886ms,4984689.883ms,533.816ms,242.491ms,75.960ms,108398.275,91.146%
DELIVERY,4798,16.183ms,104.571ms,1596.769ms,501733.904ms,551.709ms,251.043ms,76.119ms,109819.386,9.174%
SLEV,4910,2.238ms,4.831ms,268.401ms,23721.892ms,6.344ms,5.679ms,4.433ms,8430.003,0.434%
OSTAT,4602,0.558ms,1.478ms,497.972ms,6801.943ms,2.090ms,1.499ms,0.937ms,11856.911,0.124%
