PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,1728358,0.722ms,2.216ms,1698.922ms,3831095.841ms,3.286ms,2.959ms,2.145ms,6396.205,79.902%
PAYMENT,1729420,0.437ms,1.442ms,2524.476ms,2495342.201ms,1.987ms,1.780ms,1.345ms,7910.215,52.043%
SLEV,173038,1.412ms,11.344ms,2582.451ms,1963046.457ms,32.880ms,23.307ms,3.655ms,39536.456,40.942%
DELIVERY,173562,1.567ms,3.990ms,1622.081ms,692547.936ms,6.432ms,5.531ms,3.940ms,9060.038,14.444%
OSTAT,172134,0.364ms,1.015ms,4.495ms,174781.981ms,1.499ms,1.372ms,1.014ms,204.314,3.645%
