PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,1874188,0.846ms,4.998ms,9033.541ms,9368212.828ms,48.127ms,13.259ms,2.833ms,28416.886,96.930%
PAYMENT,1871882,0.507ms,3.708ms,9033.467ms,6941453.126ms,44.953ms,10.316ms,1.712ms,29679.482,71.821%
DELIVERY,187962,1.855ms,7.707ms,9033.454ms,1448644.365ms,52.631ms,16.567ms,5.419ms,32743.146,14.989%
SLEV,186880,1.413ms,4.598ms,55.239ms,859352.646ms,25.345ms,6.593ms,3.922ms,3547.364,8.891%
OSTAT,186768,0.378ms,1.111ms,15.334ms,207531.955ms,1.612ms,1.471ms,1.105ms,222.602,2.147%
