PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,1102186,1.051ms,8.719ms,661.106ms,9610386.528ms,74.546ms,34.499ms,4.308ms,144892.778,99.819%
SLEV,110152,1.304ms,36.442ms,1256.189ms,4014172.488ms,378.960ms,208.754ms,4.016ms,807063.810,41.693%
PAYMENT,1102156,0.483ms,3.006ms,351.691ms,3313078.865ms,41.006ms,6.163ms,1.743ms,65562.452,34.411%
DELIVERY,110414,2.984ms,17.020ms,723.348ms,1879228.177ms,94.515ms,60.379ms,10.632ms,193746.788,19.519%
OSTAT,109502,0.319ms,1.753ms,150.526ms,192009.502ms,14.011ms,5.078ms,0.927ms,33369.472,1.994%
