TPM,time
18,0
6384,10
16344,20
14136,30
7116,40
7242,50
5298,60
6828,70
9888,80
9246,90
6486,100
6360,110
5724,120
11286,130
7356,140
7656,150
15342,160
13614,170
14118,180
13638,190
16692,200
13416,210
14790,220
17238,230
14796,240
11634,250
12462,260
13128,270
15180,280
13830,290
13170,300
16188,310
15468,320
11934,330
14196,340
14328,350
11178,360
18528,370
14220,380
12390,390
9162,400
6456,410
8214,420
7956,430
9474,440
12492,450
7536,460
6840,470
7170,480
11820,490
8802,500
10614,510
11394,520
7836,530
9342,540
11232,550
6996,560
9672,570
11790,580
10908,590
10248,600
10020,610
9672,620
9144,630
6246,640
7896,650
7896,660
5838,670
1968,680
