TPM,time
1848,0
14076,10
10590,20
13518,30
9018,40
7746,50
10872,60
9264,70
5916,80
4038,90
6060,100
4488,110
6300,120
5934,130
7428,140
6870,150
5424,160
9228,170
9342,180
9606,190
10284,200
11106,210
10266,220
8940,230
7398,240
8790,250
8304,260
7248,270
5064,280
6666,290
7662,300
7788,310
3918,320
4698,330
7584,340
4878,350
7902,360
5886,370
5988,380
4968,390
8670,400
7080,410
7062,420
7494,430
6810,440
7680,450
5442,460
4656,470
8868,480
7062,490
6438,500
8670,510
6408,520
7614,530
9738,540
7926,550
12696,560
12198,570
8100,580
6426,590
9750,600
5292,610
1320,620
1458,630
510,640
