TPM,time
4368,0
8898,10
6198,20
8370,30
8466,40
7488,50
6558,60
12612,70
11418,80
11520,90
10164,100
10374,110
8664,120
10476,130
8844,140
16362,150
12258,160
12318,170
17568,180
15984,190
16632,200
9420,210
5856,220
14460,230
15384,240
18624,250
10170,260
8238,270
14796,280
18900,290
12468,300
7548,310
9522,320
7920,330
11592,340
14850,350
11892,360
13590,370
11172,380
14820,390
15630,400
15708,410
13842,420
11832,430
14958,440
12246,450
15906,460
17652,470
18588,480
16140,490
16248,500
14718,510
19440,520
19956,530
23940,540
21588,550
14484,560
23466,570
19092,580
19746,590
17052,600
15534,610
15966,620
10314,630
7116,640
6972,650
9912,660
5742,670
2904,680
3102,690
846,700
