TPM,time
5196,0
14148,10
16686,20
13620,30
4956,40
5760,50
12348,60
13842,70
10104,80
6396,90
8976,100
14094,110
9654,120
10308,130
7554,140
8274,150
10806,160
17424,170
13122,180
12024,190
17112,200
15888,210
18618,220
19050,230
17100,240
20640,250
21852,260
22578,270
18828,280
18450,290
18870,300
19866,310
21174,320
18084,330
25620,340
17712,350
25086,360
21246,370
23250,380
24996,390
19860,400
29940,410
18624,420
18468,430
29658,440
27750,450
21642,460
20826,470
29514,480
24498,490
25920,500
17736,510
23376,520
24612,530
34098,540
24210,550
29802,560
22026,570
16812,580
18336,590
27816,600
6462,610
12270,620
8520,630
7962,640
4050,650
8136,660
3030,670
1986,680
1746,690
1758,700
