TPM,time
6,0
24612,10
119886,20
145440,30
155388,40
122712,50
152898,60
157884,70
165948,80
167952,90
169164,100
167214,110
163776,120
173892,130
168012,140
166500,150
160872,160
128340,170
150696,180
155238,190
164340,200
163020,210
164364,220
160932,230
165264,240
164484,250
161046,260
166374,270
159444,280
160638,290
159624,300
161532,310
164754,320
162012,330
160554,340
153594,350
166770,360
163956,370
163200,380
162048,390
166092,400
159732,410
162384,420
123840,430
106884,440
114600,450
106932,460
103236,470
100290,480
97560,490
101688,500
95616,510
95664,520
95346,530
89112,540
72144,550
61620,560
60948,570
60744,580
66864,590
76968,600
55272,610
3528,620
