TPM,time
6,0
44088,10
89658,20
82770,30
97608,40
96660,50
85884,60
95934,70
107010,80
92832,90
106512,100
108294,110
116916,120
100806,130
92994,140
99984,150
103374,160
82650,170
87300,180
95142,190
95106,200
92796,210
94332,220
82902,230
74460,240
77808,250
80352,260
80016,270
67836,280
79122,290
92424,300
97950,310
90936,320
91578,330
93540,340
102378,350
102024,360
105174,370
104322,380
109620,390
93948,400
93000,410
97956,420
98466,430
99324,440
104526,450
88776,460
95340,470
87678,480
91104,490
95250,500
94284,510
102750,520
99744,530
100668,540
102456,550
101712,560
105828,570
86796,580
89112,590
86178,600
78798,610
49680,620
360,630
