TPM,time
12,0
39186,10
74910,20
77754,30
80934,40
86466,50
80646,60
84828,70
90546,80
86532,90
92502,100
85074,110
89520,120
88884,130
93324,140
88368,150
93402,160
85746,170
93942,180
92064,190
90492,200
91860,210
84564,220
96900,230
100488,240
79134,250
80106,260
85914,270
84780,280
92562,290
97254,300
99270,310
106440,320
102804,330
107370,340
105630,350
113238,360
103260,370
76518,380
88890,390
92058,400
92346,410
83814,420
75438,430
78966,440
64554,450
74574,460
85656,470
86358,480
84912,490
81312,500
74736,510
71514,520
81798,530
85104,540
81282,550
76224,560
73830,570
76992,580
76692,590
73932,600
72852,610
8742,620
