Timestamp,CPU%,MemUsage,NetIO,BlockIO,PIDs
1717862721,0.00%,31.86MiB / 125.4GiB,54B / 0B,4.1kB / 40.8MB,6
1717862722,1.01%,31.92MiB / 125.4GiB,54B / 0B,4.1kB / 40.8MB,6
1717862724,0.00%,31.92MiB / 125.4GiB,54B / 0B,4.1kB / 40.8MB,6
1717862726,0.00%,31.92MiB / 125.4GiB,54B / 0B,4.1kB / 40.8MB,6
1717862728,0.01%,31.89MiB / 125.4GiB,54B / 0B,4.1kB / 40.8MB,6
1717862730,11.93%,48.48MiB / 125.4GiB,167kB / 7.03kB,123kB / 45.7MB,7
1717862732,112.25%,90.11MiB / 125.4GiB,25.4MB / 133kB,123kB / 112MB,11
1717862734,195.51%,162.5MiB / 125.4GiB,82.3MB / 319kB,123kB / 249MB,15
1717862736,379.94%,201.7MiB / 125.4GiB,185MB / 568kB,123kB / 519MB,19
1717862738,602.87%,222.4MiB / 125.4GiB,329MB / 882kB,123kB / 892MB,23
1717862740,814.05%,244.2MiB / 125.4GiB,498MB / 1.35MB,123kB / 1.38GB,27
1717862742,975.76%,265.1MiB / 125.4GiB,679MB / 2.02MB,123kB / 1.82GB,31
1717862744,1264.03%,286.7MiB / 125.4GiB,871MB / 2.85MB,123kB / 3.2GB,35
1717862746,1439.68%,300.7MiB / 125.4GiB,1.05GB / 3.68MB,123kB / 3.52GB,39
1717862748,1280.54%,309.8MiB / 125.4GiB,1.27GB / 4.64MB,123kB / 4.38GB,39
1717862750,1504.45%,332.1MiB / 125.4GiB,1.46GB / 5.49MB,123kB / 4.75GB,39
1717862752,1223.03%,369.2MiB / 125.4GiB,1.65GB / 6.33MB,123kB / 5.53GB,40
1717862754,1182.09%,437.8MiB / 125.4GiB,1.81GB / 7.1MB,123kB / 5.85GB,40
1717862756,1190.25%,483.2MiB / 125.4GiB,2GB / 7.92MB,123kB / 6.72GB,40
1717862758,1022.04%,503MiB / 125.4GiB,2.15GB / 8.61MB,123kB / 7.01GB,40
1717862760,1190.66%,525MiB / 125.4GiB,2.31GB / 9.34MB,123kB / 7.92GB,40
1717862762,1205.72%,542.4MiB / 125.4GiB,2.46GB / 10MB,123kB / 8.23GB,40
1717862764,1161.05%,557MiB / 125.4GiB,2.62GB / 10.7MB,123kB / 8.6GB,40
1717862766,1033.50%,573.4MiB / 125.4GiB,2.76GB / 11.4MB,123kB / 9.16GB,40
1717862768,1076.83%,593.8MiB / 125.4GiB,2.92GB / 12.1MB,123kB / 9.95GB,40
1717862770,1020.90%,609.6MiB / 125.4GiB,3.05GB / 12.8MB,123kB / 10.4GB,40
1717862772,1033.31%,626.1MiB / 125.4GiB,3.18GB / 13.3MB,123kB / 10.7GB,40
1717862774,1030.73%,641.4MiB / 125.4GiB,3.31GB / 13.9MB,123kB / 11.6GB,40
1717862776,1030.74%,653.1MiB / 125.4GiB,3.45GB / 14.6MB,123kB / 11.9GB,40
1717862778,954.35%,664.2MiB / 125.4GiB,3.59GB / 15.2MB,123kB / 12.9GB,40
1717862780,1101.09%,676.8MiB / 125.4GiB,3.72GB / 15.8MB,123kB / 13.2GB,40
1717862782,1058.18%,694.5MiB / 125.4GiB,3.87GB / 16.5MB,123kB / 14.2GB,40
1717862784,1204.95%,714.5MiB / 125.4GiB,4.02GB / 17.2MB,123kB / 14.9GB,40
1717862786,1069.47%,734.1MiB / 125.4GiB,4.17GB / 17.9MB,123kB / 15.7GB,40
1717862788,1185.14%,754.9MiB / 125.4GiB,4.34GB / 18.7MB,123kB / 16.8GB,40
1717862790,1321.49%,790.2MiB / 125.4GiB,4.52GB / 19.5MB,123kB / 17.2GB,40
1717862792,1055.81%,827.6MiB / 125.4GiB,4.69GB / 20.3MB,123kB / 18.4GB,40
1717862794,1023.07%,861.1MiB / 125.4GiB,4.88GB / 21.2MB,123kB / 19.6GB,40
1717862796,1131.64%,883.7MiB / 125.4GiB,5.05GB / 22MB,123kB / 20.1GB,40
1717862798,967.18%,912.3MiB / 125.4GiB,5.22GB / 22.7MB,123kB / 21.1GB,40
1717862800,805.66%,936.8MiB / 125.4GiB,5.46GB / 23.4MB,123kB / 22.5GB,40
1717862803,628.48%,947.6MiB / 125.4GiB,5.69GB / 24.1MB,123kB / 23.4GB,40
1717862805,78.60%,948.8MiB / 125.4GiB,5.73GB / 24.3MB,123kB / 23.6GB,40
