TPM,time
6,0
29490,10
115446,20
153078,30
141996,40
137226,50
156306,60
153756,70
147282,80
26130,90
159864,100
131520,110
151422,120
140004,130
155274,140
133704,150
153228,160
150678,170
112896,180
59844,190
152082,200
150384,210
150984,220
162120,230
136608,240
128664,250
157026,260
151116,270
43398,280
115800,290
151392,300
132408,310
150966,320
150666,330
157458,340
125028,350
159684,360
138996,370
26400,380
145068,390
156372,400
144708,410
136434,420
128268,430
148302,440
146388,450
148092,460
135708,470
19662,480
155616,490
170400,500
158610,510
122274,520
152970,530
150732,540
155280,550
129978,560
90042,570
117066,580
137970,590
149856,600
85206,610
