TPM,time
6,0
41598,10
120090,20
136308,30
121044,40
137484,50
133722,60
127524,70
127746,80
143904,90
124596,100
89190,110
84888,120
127386,130
134106,140
129828,150
132186,160
127278,170
142650,180
142086,190
126720,200
132552,210
125514,220
46830,230
129450,240
118512,250
140928,260
136518,270
137286,280
137646,290
125412,300
119712,310
136188,320
124590,330
67950,340
113316,350
116790,360
124716,370
137664,380
130020,390
128796,400
131826,410
129780,420
134616,430
119670,440
126366,450
37038,460
130650,470
134022,480
123102,490
130746,500
133206,510
132654,520
128814,530
129204,540
140496,550
131232,560
75456,570
83172,580
122460,590
135300,600
20094,610
