TPM,time
18,0
756,10
9828,20
20892,30
18972,40
12216,50
20640,60
16656,70
16986,80
16554,90
20604,100
22158,110
22158,120
20520,130
35388,140
38460,150
25920,160
23286,170
25608,180
15348,190
18372,200
17796,210
20958,220
26766,230
24708,240
21954,250
18540,260
26868,270
25554,280
24876,290
18576,300
23952,310
17736,320
20136,330
31794,340
28482,350
41496,360
43260,370
34782,380
34980,390
31206,400
18678,410
20682,420
21462,430
20886,440
23190,450
29280,460
24912,470
26346,480
21780,490
24918,500
30660,510
26550,520
30996,530
31392,540
35694,550
29298,560
42228,570
38334,580
37872,590
20298,600
44274,610
17616,620
12846,630
11556,640
7434,650
6114,660
9174,670
2946,680
