TPM,time
0,0
5946,10
4824,20
4206,30
2070,40
4722,50
3456,60
3672,70
3978,80
1992,90
4116,100
4152,110
4164,120
5322,130
5910,140
5346,150
4632,160
4860,170
5196,180
5904,190
4932,200
6684,210
4140,220
5220,230
5382,240
4230,250
4920,260
5058,270
4506,280
4032,290
5490,300
5478,310
5610,320
4362,330
4434,340
5886,350
4446,360
5850,370
4752,380
5556,390
5994,400
5418,410
5976,420
6330,430
6186,440
5082,450
4584,460
5832,470
5502,480
4848,490
7752,500
5562,510
6306,520
5820,530
4596,540
5016,550
5076,560
5616,570
6198,580
5862,590
5004,600
4308,610
5388,620
2730,630
3654,640
3126,650
2580,660
4290,670
2910,680
2382,690
