TPM,time
18,0
6042,10
15732,20
10650,30
7128,40
4920,50
5130,60
6240,70
9426,80
8154,90
9312,100
8538,110
8184,120
9450,130
9360,140
9534,150
9114,160
8970,170
7884,180
9024,190
9228,200
7236,210
8436,220
8034,230
8664,240
10800,250
10584,260
8346,270
8364,280
9084,290
7668,300
7968,310
10188,320
3378,330
5706,340
8676,350
6372,360
6060,370
8442,380
5856,390
6804,400
8010,410
9450,420
6528,430
7230,440
5046,450
7224,460
6018,470
7482,480
8568,490
8952,500
9390,510
9750,520
11652,530
9888,540
12522,550
8652,560
10758,570
10494,580
10584,590
11082,600
7164,610
5472,620
6066,630
4818,640
4854,650
1278,660
