PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,116124,7.542ms,80.869ms,1376.956ms,9390834.203ms,418.148ms,204.115ms,60.143ms,74383.589,96.806%
PAYMENT,114462,6.457ms,81.543ms,1377.031ms,9333658.894ms,418.106ms,209.600ms,60.007ms,75228.322,96.217%
DELIVERY,11450,14.956ms,79.989ms,1377.028ms,915878.047ms,420.859ms,203.612ms,59.540ms,76899.993,9.441%
SLEV,11506,2.606ms,5.071ms,472.633ms,58351.315ms,6.150ms,5.613ms,4.607ms,10622.701,0.602%
OSTAT,11490,0.415ms,1.001ms,6.224ms,11506.211ms,1.770ms,1.427ms,0.951ms,269.734,0.119%
