PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
PAYMENT,384972,8.158ms,97.549ms,1545.940ms,37553658.388ms,578.247ms,372.357ms,59.407ms,114671.672,98.043%
NEWORD,384472,8.074ms,92.263ms,1545.893ms,35472605.772ms,561.017ms,357.425ms,55.051ms,109702.714,92.610%
DELIVERY,38750,9.918ms,91.198ms,1326.789ms,3533932.365ms,552.304ms,360.643ms,54.314ms,109958.401,9.226%
SLEV,38398,2.027ms,5.884ms,517.932ms,225940.092ms,7.485ms,6.418ms,5.158ms,15080.622,0.590%
OSTAT,38192,0.423ms,1.232ms,7.858ms,47090.497ms,2.707ms,1.958ms,1.128ms,395.709,0.123%
