TPM,time
6,0
116940,10
227682,20
215328,30
196728,40
199122,50
239676,60
36846,70
222204,80
260034,90
224274,100
228864,110
231720,120
226848,130
240228,140
143694,150
110946,160
191496,170
206892,180
246888,190
191802,200
199212,210
180108,220
172716,230
75792,240
135834,250
158610,260
203268,270
167256,280
173082,290
181680,300
167250,310
182070,320
36396,330
219714,340
235326,350
206148,360
190944,370
248922,380
206154,390
217290,400
223260,410
34134,420
254898,430
198714,440
214230,450
197646,460
224196,470
196080,480
173544,490
210198,500
28074,510
227058,520
181410,530
166644,540
200826,550
192960,560
229116,570
196602,580
177006,590
46968,600
175794,610
70092,620
