TPM,time
0,0
79908,10
132570,20
121578,30
117750,40
49002,50
115212,60
112230,70
133938,80
127404,90
129390,100
130986,110
130056,120
128652,130
133740,140
98106,150
82698,160
131976,170
138408,180
132366,190
138252,200
137598,210
140760,220
133140,230
135732,240
137124,250
78312,260
118332,270
135444,280
131694,290
141942,300
151968,310
141822,320
137208,330
137838,340
146064,350
150696,360
46848,370
138318,380
142536,390
148932,400
149610,410
142974,420
135084,430
127428,440
130932,450
145212,460
144252,470
38154,480
146208,490
148422,500
131832,510
140556,520
136824,530
128682,540
152712,550
137556,560
146874,570
141114,580
63984,590
115380,600
