TPM,time
190914,0
252576,10
272280,20
191358,30
212460,40
208434,50
160002,60
110358,70
228888,80
181668,90
238038,100
174966,110
207384,120
223068,130
181950,140
128874,150
93882,160
220002,170
161526,180
184662,190
218598,200
159504,210
207978,220
158580,230
72828,240
155910,250
269142,260
192972,270
195702,280
270924,290
208134,300
252036,310
226524,320
74442,330
218196,340
197484,350
196140,360
288336,370
179622,380
252018,390
222048,400
176760,410
125472,420
188022,430
217938,440
276474,450
174270,460
278442,470
233220,480
213456,490
231942,500
88836,510
212370,520
230406,530
214968,540
266112,550
186486,560
257076,570
199872,580
197238,590
75600,600
129420,610
13380,620
