TPM,time
2352,0
240360,10
22212,20
138258,30
31722,40
137094,50
67728,60
88914,70
112920,80
86166,90
127452,100
60672,110
136656,120
28704,130
146592,140
45804,150
131880,160
69060,170
103290,180
107094,190
88434,200
132438,210
71562,220
141894,230
29070,240
170736,250
36192,260
150732,270
68352,280
147522,290
71622,300
113238,310
91824,320
65028,330
140910,340
38502,350
161466,360
41004,370
141552,380
65718,390
143520,400
86100,410
132006,420
77682,430
96516,440
120828,450
28920,460
181260,470
35550,480
169110,490
44670,500
179094,510
56256,520
118800,530
109764,540
108372,550
145074,560
62322,570
177090,580
38928,590
190902,600
41412,610
66948,620
