TPM,time
18,0
94122,10
356712,20
215544,30
161040,40
159114,50
100266,60
140172,70
71304,80
170106,90
53574,100
200868,110
44994,120
141612,130
75114,140
115716,150
139632,160
77418,170
143832,180
21732,190
146820,200
54714,210
156846,220
92076,230
115482,240
58806,250
125610,260
89046,270
89466,280
161634,290
63810,300
195546,310
39792,320
205962,330
46632,340
161262,350
65640,360
120648,370
90090,380
82074,390
141774,400
31764,410
175176,420
35016,430
154956,440
42600,450
166278,460
77970,470
127338,480
116562,490
130224,500
137226,510
54792,520
170892,530
37416,540
181686,550
51828,560
157098,570
106440,580
92160,590
92454,600
95550,610
106350,620
42852,630
1578,640
