TPM,time
6,0
64452,10
87576,20
108600,30
130068,40
135132,50
137820,60
132924,70
143304,80
144684,90
144930,100
147426,110
142158,120
142716,130
140538,140
139950,150
110598,160
133434,170
139758,180
135114,190
143274,200
139950,210
142872,220
140928,230
143658,240
146100,250
141756,260
96306,270
111000,280
110526,290
99258,300
99588,310
124026,320
126444,330
131958,340
134928,350
135828,360
109236,370
126216,380
125778,390
137478,400
128322,410
135870,420
138048,430
136578,440
138726,450
135942,460
111294,470
123846,480
124686,490
133680,500
130854,510
132900,520
131970,530
135768,540
102924,550
116220,560
117258,570
118668,580
128850,590
91350,600
5940,610
