TPM,time
58146,0
81288,10
78228,20
68496,30
68436,40
79602,50
85158,60
82446,70
92502,80
101460,90
101820,100
101610,110
101484,120
100266,130
96918,140
101742,150
103476,160
106992,170
108936,180
112452,190
112092,200
108558,210
100410,220
100326,230
95454,240
96864,250
102516,260
83802,270
92736,280
94908,290
95844,300
94668,310
95694,320
91110,330
86772,340
87942,350
84120,360
87246,370
79674,380
78264,390
78924,400
78972,410
77088,420
74502,430
74700,440
71916,450
70482,460
72144,470
71046,480
69972,490
70488,500
70278,510
66708,520
65190,530
65556,540
67440,550
67740,560
69600,570
67506,580
69612,590
49326,600
60192,610
55500,620
17670,630
