TPM,time
6,0
60372,10
81984,20
79104,30
75276,40
85260,50
99372,60
97056,70
109260,80
109350,90
113076,100
111246,110
110952,120
111138,130
101802,140
109716,150
111498,160
115038,170
109422,180
110886,190
108324,200
109044,210
109854,220
124344,230
117282,240
102912,250
109836,260
111594,270
115548,280
98688,290
104376,300
109164,310
114594,320
109182,330
106668,340
109740,350
110052,360
121560,370
119550,380
118716,390
116124,400
115908,410
111984,420
116028,430
113844,440
112656,450
110292,460
111702,470
109980,480
111174,490
115212,500
99492,510
98880,520
103956,530
111666,540
103740,550
91686,560
103884,570
105492,580
85080,590
70986,600
89790,610
