TPM,time
48,0
38034,10
130032,20
160620,30
144072,40
169302,50
142518,60
128328,70
134880,80
106464,90
107724,100
110682,110
69102,120
126576,130
125640,140
124344,150
123210,160
122970,170
119682,180
140268,190
141582,200
114876,210
136926,220
145248,230
124332,240
132864,250
147696,260
152646,270
154506,280
125712,290
133620,300
134928,310
115194,320
130434,330
146616,340
149238,350
136662,360
149784,370
150312,380
120540,390
140712,400
149958,410
150654,420
158412,430
150570,440
162846,450
157872,460
154998,470
153966,480
156330,490
153216,500
159942,510
156480,520
159642,530
117864,540
141144,550
149166,560
155148,570
159222,580
158964,590
147228,600
26688,610
