TPM,time
0,0
21594,10
46380,20
64566,30
63900,40
69024,50
68244,60
159246,70
175020,80
182820,90
178254,100
154578,110
169380,120
159546,130
132372,140
121584,150
127902,160
134136,170
108282,180
129366,190
131208,200
123498,210
135288,220
128982,230
109140,240
134166,250
114636,260
101298,270
122460,280
136920,290
125340,300
115260,310
103056,320
120726,330
118836,340
141498,350
133398,360
125940,370
123792,380
108066,390
118116,400
119916,410
132066,420
137736,430
126660,440
113478,450
118992,460
138558,470
121776,480
119550,490
116952,500
118056,510
99708,520
96462,530
83514,540
127842,550
136872,560
130830,570
100350,580
119208,590
93726,600
