TPM,time
18,0
10596,10
10812,20
11304,30
13278,40
11112,50
9354,60
10884,70
12078,80
10788,90
12006,100
10488,110
11220,120
11610,130
11850,140
9972,150
11028,160
11136,170
10434,180
11862,190
11166,200
10560,210
10992,220
10506,230
11316,240
9930,250
11730,260
10644,270
7932,280
10992,290
9276,300
10800,310
8568,320
11112,330
9726,340
9966,350
10878,360
10644,370
11964,380
11502,390
10488,400
8790,410
10266,420
12162,430
9162,440
9798,450
9198,460
10134,470
9540,480
10722,490
12942,500
10254,510
11304,520
11424,530
9132,540
9876,550
8430,560
9738,570
11568,580
8406,590
12672,600
6216,610
