TPM,time
6,0
27600,10
98208,20
167880,30
149712,40
199572,50
172980,60
188442,70
196656,80
188370,90
196782,100
66450,110
172104,120
155214,130
160542,140
164370,150
172644,160
145404,170
163158,180
146004,190
66876,200
130482,210
142218,220
137130,230
159858,240
140946,250
161808,260
211986,270
178728,280
73428,290
209178,300
138534,310
160422,320
234786,330
222210,340
216198,350
173394,360
251130,370
124212,380
223980,390
235800,400
187236,410
188358,420
194592,430
188916,440
204144,450
213150,460
180792,470
96264,480
230676,490
194322,500
187452,510
239070,520
192126,530
181254,540
197616,550
206610,560
96084,570
168348,580
210642,590
175728,600
177936,610
76866,620
