TPM,time
6,0
24288,10
213336,20
152910,30
138798,40
148644,50
117606,60
46080,70
150696,80
167874,90
141960,100
147000,110
125580,120
157212,130
140430,140
116472,150
83232,160
141750,170
115494,180
130722,190
145476,200
132366,210
157434,220
121950,230
156348,240
75366,250
90702,260
119022,270
153672,280
114834,290
133350,300
131916,310
118368,320
126828,330
103476,340
26046,350
88446,360
117450,370
135264,380
143112,390
165786,400
168612,410
157854,420
197406,430
189462,440
140226,450
75726,460
174180,470
186636,480
204960,490
209802,500
165816,510
192858,520
194604,530
189234,540
162042,550
96240,560
211368,570
182466,580
209610,590
163722,600
155118,610
135924,620
14430,630
