PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,753490,1.109ms,21.990ms,6410.314ms,16569361.271ms,210.272ms,100.541ms,6.642ms,504989.992,85.937%
SLEV,75780,1.425ms,145.776ms,5792.938ms,11046876.808ms,985.266ms,574.608ms,33.937ms,2471231.432,57.295%
PAYMENT,753786,0.563ms,9.709ms,2639.445ms,7318719.150ms,166.097ms,38.720ms,2.548ms,317598.366,37.959%
DELIVERY,75570,3.275ms,42.992ms,1466.139ms,3248940.242ms,298.943ms,155.459ms,18.153ms,659569.215,16.851%
OSTAT,75118,0.334ms,3.059ms,747.973ms,229821.627ms,34.463ms,7.212ms,1.121ms,142442.494,1.192%
