PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,1174828,1.003ms,4.046ms,481.453ms,4753851.096ms,31.011ms,6.227ms,3.143ms,62061.238,98.807%
PAYMENT,1173012,0.471ms,2.527ms,479.223ms,2964471.077ms,39.485ms,3.603ms,1.180ms,69091.287,61.616%
DELIVERY,117106,2.190ms,7.905ms,474.720ms,925762.532ms,50.331ms,14.363ms,5.851ms,85112.884,19.242%
SLEV,116968,1.062ms,5.560ms,551.720ms,650357.306ms,160.788ms,4.746ms,2.911ms,216988.254,13.517%
OSTAT,116950,0.320ms,0.931ms,231.689ms,108856.620ms,4.186ms,1.905ms,0.697ms,15328.016,2.263%
