Timestamp,CPU%,MemUsage,NetIO,BlockIO,PIDs
1717861884,0.00%,1010MiB / 125.8GiB,866B / 0B,12.3kB / 40.8MB,6
1717861885,0.67%,1012MiB / 125.8GiB,1.95kB / 1.44kB,12.3kB / 40.8MB,7
1717861887,12.54%,1.002GiB / 125.8GiB,4.96kB / 4.65kB,12.3kB / 45.2MB,7
1717861889,44.09%,1.019GiB / 125.8GiB,7.22MB / 46.2kB,12.3kB / 70.9MB,10
1717861891,103.64%,1.063GiB / 125.8GiB,35.2MB / 153kB,12.3kB / 136MB,14
1717861893,145.55%,1.126GiB / 125.8GiB,80.6MB / 292kB,12.3kB / 252MB,19
1717861895,265.54%,1.203GiB / 125.8GiB,150MB / 507kB,12.3kB / 405MB,23
1717861897,346.21%,1.279GiB / 125.8GiB,232MB / 748kB,12.3kB / 589MB,26
1717861899,471.17%,1.341GiB / 125.8GiB,324MB / 992kB,12.3kB / 808MB,30
1717861901,492.33%,1.412GiB / 125.8GiB,419MB / 1.24MB,12.3kB / 1.03GB,34
1717861903,246.43%,1.469GiB / 125.8GiB,505MB / 1.41MB,12.3kB / 1.22GB,38
1717861905,269.34%,1.505GiB / 125.8GiB,553MB / 1.52MB,12.3kB / 1.38GB,39
1717861907,262.04%,1.549GiB / 125.8GiB,601MB / 1.63MB,12.3kB / 1.58GB,39
1717861909,418.54%,1.6GiB / 125.8GiB,659MB / 1.77MB,12.3kB / 1.8GB,39
1717861911,288.20%,1.643GiB / 125.8GiB,704MB / 1.89MB,12.3kB / 2.01GB,39
1717861913,286.61%,1.689GiB / 125.8GiB,764MB / 2.04MB,12.3kB / 2.22GB,39
1717861915,391.83%,1.736GiB / 125.8GiB,822MB / 2.21MB,12.3kB / 2.44GB,39
1717861917,401.38%,1.793GiB / 125.8GiB,914MB / 2.46MB,16.4kB / 2.67GB,39
1717861919,610.60%,1.847GiB / 125.8GiB,1.01GB / 2.71MB,16.4kB / 2.91GB,39
1717861921,592.13%,1.904GiB / 125.8GiB,1.11GB / 2.93MB,16.4kB / 3.16GB,39
1717861923,134.34%,1.933GiB / 125.8GiB,1.16GB / 3.03MB,16.4kB / 3.39GB,39
1717861925,138.74%,1.951GiB / 125.8GiB,1.19GB / 3.09MB,16.4kB / 3.58GB,39
1717861927,488.74%,1.982GiB / 125.8GiB,1.23GB / 3.2MB,16.4kB / 3.73GB,39
1717861929,393.04%,2.028GiB / 125.8GiB,1.33GB / 3.39MB,16.4kB / 3.92GB,39
1717861931,197.29%,2.05GiB / 125.8GiB,1.36GB / 3.46MB,16.4kB / 4.12GB,39
1717861933,113.14%,2.067GiB / 125.8GiB,1.38GB / 3.51MB,16.4kB / 4.31GB,39
1717861935,246.47%,2.096GiB / 125.8GiB,1.43GB / 3.62MB,20.5kB / 4.52GB,39
1717861937,312.26%,2.133GiB / 125.8GiB,1.48GB / 3.73MB,24.6kB / 4.72GB,39
1717861939,284.42%,2.168GiB / 125.8GiB,1.53GB / 3.84MB,28.7kB / 4.94GB,39
1717861941,275.64%,2.203GiB / 125.8GiB,1.57GB / 3.95MB,28.7kB / 5.16GB,39
1717861943,400.29%,2.252GiB / 125.8GiB,1.63GB / 4.08MB,36.9kB / 5.39GB,39
1717861945,390.66%,2.319GiB / 125.8GiB,1.7GB / 4.25MB,41kB / 5.62GB,39
1717861947,477.04%,2.381GiB / 125.8GiB,1.79GB / 4.47MB,49.2kB / 5.86GB,39
1717861949,591.51%,2.437GiB / 125.8GiB,1.89GB / 4.72MB,57.3kB / 6.1GB,39
1717861951,609.06%,2.497GiB / 125.8GiB,1.99GB / 4.95MB,61.4kB / 6.34GB,39
1717861953,147.61%,2.527GiB / 125.8GiB,2.05GB / 5.06MB,65.5kB / 6.45GB,40
1717861955,140.72%,2.549GiB / 125.8GiB,2.08GB / 5.12MB,65.5kB / 6.51GB,40
1717861957,591.42%,2.623GiB / 125.8GiB,2.15GB / 5.26MB,73.7kB / 6.73GB,40
1717861959,547.99%,2.701GiB / 125.8GiB,2.24GB / 5.43MB,77.8kB / 6.98GB,40
1717861961,414.99%,2.756GiB / 125.8GiB,2.32GB / 5.58MB,86kB / 7.19GB,40
1717861963,332.59%,2.785GiB / 125.8GiB,2.37GB / 5.68MB,90.1kB / 7.33GB,40
1717861966,593.97%,2.846GiB / 125.8GiB,2.46GB / 5.88MB,98.3kB / 7.6GB,40
1717861967,610.60%,2.911GiB / 125.8GiB,2.55GB / 6.07MB,106kB / 7.84GB,40
1717861969,143.01%,2.92GiB / 125.8GiB,2.57GB / 6.12MB,115kB / 8.1GB,40
1717861971,12.07%,2.938GiB / 125.8GiB,2.6GB / 6.17MB,115kB / 8.33GB,40
1717861973,543.83%,2.981GiB / 125.8GiB,2.68GB / 6.35MB,123kB / 8.49GB,40
1717861976,250.25%,2.996GiB / 125.8GiB,2.73GB / 6.46MB,127kB / 8.66GB,40
1717861977,123.63%,3.006GiB / 125.8GiB,2.74GB / 6.5MB,127kB / 8.85GB,40
1717861979,180.44%,3.025GiB / 125.8GiB,2.76GB / 6.55MB,131kB / 9.07GB,40
1717861982,285.06%,3.05GiB / 125.8GiB,2.79GB / 6.62MB,135kB / 9.29GB,40
1717861984,273.34%,3.073GiB / 125.8GiB,2.82GB / 6.69MB,139kB / 9.49GB,40
1717861986,125.99%,3.087GiB / 125.8GiB,2.84GB / 6.73MB,139kB / 9.59GB,40
1717861988,138.98%,3.105GiB / 125.8GiB,2.86GB / 6.79MB,139kB / 9.74GB,40
1717861990,293.92%,3.127GiB / 125.8GiB,2.91GB / 6.93MB,143kB / 9.96GB,40
1717861992,238.04%,3.149GiB / 125.8GiB,2.96GB / 7.05MB,143kB / 10.2GB,40
1717861994,163.07%,3.174GiB / 125.8GiB,3.03GB / 7.19MB,147kB / 10.4GB,40
1717861996,387.43%,3.224GiB / 125.8GiB,3.1GB / 7.32MB,152kB / 10.6GB,40
1717861998,135.98%,3.253GiB / 125.8GiB,3.13GB / 7.4MB,156kB / 10.7GB,40
1717862000,531.54%,3.307GiB / 125.8GiB,3.21GB / 7.55MB,160kB / 11GB,40
1717862002,421.65%,3.376GiB / 125.8GiB,3.29GB / 7.72MB,160kB / 11.2GB,40
1717862004,386.54%,3.458GiB / 125.8GiB,3.38GB / 7.88MB,168kB / 11.5GB,40
1717862006,446.04%,3.522GiB / 125.8GiB,3.48GB / 8.07MB,168kB / 11.7GB,40
1717862008,461.78%,3.584GiB / 125.8GiB,3.58GB / 8.26MB,176kB / 12GB,40
1717862010,478.32%,3.657GiB / 125.8GiB,3.67GB / 8.42MB,180kB / 12.2GB,40
1717862012,499.55%,3.722GiB / 125.8GiB,3.76GB / 8.58MB,193kB / 12.4GB,40
1717862014,540.15%,3.769GiB / 125.8GiB,3.83GB / 8.72MB,201kB / 12.7GB,40
1717862016,435.45%,3.811GiB / 125.8GiB,3.9GB / 8.86MB,205kB / 12.9GB,40
1717862018,438.23%,3.853GiB / 125.8GiB,3.99GB / 9.07MB,213kB / 13.1GB,40
1717862020,144.93%,3.873GiB / 125.8GiB,4.07GB / 9.22MB,217kB / 13.2GB,40
1717862022,230.78%,3.885GiB / 125.8GiB,4.09GB / 9.26MB,217kB / 13.3GB,40
1717862024,0.09%,3.895GiB / 125.8GiB,4.1GB / 9.29MB,217kB / 13.3GB,40
1717862026,130.09%,3.911GiB / 125.8GiB,4.12GB / 9.35MB,221kB / 13.4GB,40
1717862028,468.00%,3.954GiB / 125.8GiB,4.17GB / 9.44MB,225kB / 13.6GB,40
1717862030,388.03%,4.017GiB / 125.8GiB,4.24GB / 9.57MB,229kB / 13.8GB,40
1717862032,379.90%,4.101GiB / 125.8GiB,4.31GB / 9.7MB,238kB / 14GB,40
1717862034,364.99%,4.146GiB / 125.8GiB,4.35GB / 9.78MB,242kB / 14.1GB,40
1717862036,416.47%,4.217GiB / 125.8GiB,4.44GB / 9.94MB,246kB / 14.4GB,40
1717862038,417.64%,4.308GiB / 125.8GiB,4.53GB / 10.1MB,254kB / 14.6GB,40
1717862040,290.67%,4.369GiB / 125.8GiB,4.61GB / 10.3MB,258kB / 14.9GB,40
1717862042,6.13%,4.393GiB / 125.8GiB,4.64GB / 10.3MB,262kB / 15.1GB,40
1717862044,396.09%,4.429GiB / 125.8GiB,4.69GB / 10.4MB,266kB / 15.3GB,40
1717862046,351.69%,4.449GiB / 125.8GiB,4.76GB / 10.5MB,270kB / 15.5GB,40
1717862048,497.93%,4.46GiB / 125.8GiB,4.84GB / 10.7MB,274kB / 15.7GB,40
1717862050,176.53%,4.466GiB / 125.8GiB,4.88GB / 10.7MB,279kB / 15.8GB,40
1717862052,246.51%,4.474GiB / 125.8GiB,4.9GB / 10.8MB,283kB / 15.9GB,40
1717862054,217.40%,4.492GiB / 125.8GiB,4.93GB / 10.9MB,283kB / 16.1GB,40
1717862056,268.38%,4.508GiB / 125.8GiB,4.95GB / 10.9MB,287kB / 16.3GB,40
1717862058,256.22%,4.528GiB / 125.8GiB,4.97GB / 11MB,287kB / 16.5GB,40
1717862060,96.76%,4.546GiB / 125.8GiB,4.98GB / 11MB,291kB / 16.7GB,40
1717862062,27.24%,4.553GiB / 125.8GiB,4.99GB / 11MB,291kB / 16.8GB,40
1717862064,103.96%,4.58GiB / 125.8GiB,5.01GB / 11.1MB,295kB / 17GB,40
1717862066,118.87%,4.616GiB / 125.8GiB,5.04GB / 11.2MB,295kB / 17.2GB,40
1717862068,106.99%,4.644GiB / 125.8GiB,5.06GB / 11.2MB,303kB / 17.3GB,40
1717862070,128.92%,4.663GiB / 125.8GiB,5.08GB / 11.3MB,303kB / 17.4GB,40
1717862072,100.01%,4.7GiB / 125.8GiB,5.11GB / 11.3MB,307kB / 17.7GB,41
1717862074,111.33%,4.738GiB / 125.8GiB,5.14GB / 11.4MB,311kB / 17.9GB,41
1717862076,131.29%,4.778GiB / 125.8GiB,5.17GB / 11.5MB,315kB / 18.1GB,41
1717862078,148.48%,4.813GiB / 125.8GiB,5.21GB / 11.5MB,315kB / 18.3GB,41
1717862080,154.64%,4.843GiB / 125.8GiB,5.24GB / 11.6MB,319kB / 18.5GB,41
1717862082,142.65%,4.886GiB / 125.8GiB,5.28GB / 11.7MB,324kB / 18.7GB,41
1717862084,174.56%,4.96GiB / 125.8GiB,5.32GB / 11.8MB,328kB / 18.9GB,41
1717862086,60.15%,4.951GiB / 125.8GiB,5.34GB / 11.8MB,328kB / 19GB,41
1717862088,142.91%,4.993GiB / 125.8GiB,5.38GB / 11.9MB,332kB / 19.2GB,40
1717862090,135.60%,5.04GiB / 125.8GiB,5.42GB / 12MB,332kB / 19.4GB,40
1717862092,135.56%,5.089GiB / 125.8GiB,5.46GB / 12.1MB,336kB / 19.5GB,40
1717862094,151.92%,5.135GiB / 125.8GiB,5.5GB / 12.2MB,336kB / 19.7GB,40
1717862096,131.36%,5.18GiB / 125.8GiB,5.54GB / 12.3MB,336kB / 19.9GB,40
1717862098,112.84%,5.228GiB / 125.8GiB,5.59GB / 12.3MB,340kB / 20.1GB,40
1717862100,32.87%,5.252GiB / 125.8GiB,5.61GB / 12.4MB,344kB / 20.3GB,40
1717862102,147.11%,5.267GiB / 125.8GiB,5.63GB / 12.4MB,344kB / 20.5GB,40
1717862104,154.66%,5.29GiB / 125.8GiB,5.67GB / 12.5MB,348kB / 20.5GB,40
1717862106,152.45%,5.304GiB / 125.8GiB,5.71GB / 12.6MB,352kB / 20.6GB,40
1717862108,165.90%,5.339GiB / 125.8GiB,5.76GB / 12.7MB,352kB / 20.7GB,40
1717862110,163.97%,5.387GiB / 125.8GiB,5.8GB / 12.8MB,352kB / 20.9GB,40
1717862112,110.77%,5.432GiB / 125.8GiB,5.84GB / 12.9MB,360kB / 21.1GB,40
1717862114,118.52%,5.472GiB / 125.8GiB,5.87GB / 12.9MB,360kB / 21.2GB,40
1717862116,158.46%,5.525GiB / 125.8GiB,5.92GB / 13MB,365kB / 21.4GB,40
1717862118,124.67%,5.57GiB / 125.8GiB,5.96GB / 13.1MB,369kB / 21.5GB,40
1717862120,128.87%,5.617GiB / 125.8GiB,6GB / 13.2MB,369kB / 21.7GB,40
1717862122,107.67%,5.662GiB / 125.8GiB,6.04GB / 13.3MB,373kB / 21.9GB,40
1717862124,152.61%,5.708GiB / 125.8GiB,6.08GB / 13.4MB,377kB / 22GB,40
1717862126,144.90%,5.753GiB / 125.8GiB,6.11GB / 13.4MB,377kB / 22.2GB,40
1717862128,108.53%,5.798GiB / 125.8GiB,6.15GB / 13.5MB,381kB / 22.4GB,40
1717862130,45.71%,5.822GiB / 125.8GiB,6.18GB / 13.6MB,381kB / 22.4GB,40
1717862132,96.24%,5.846GiB / 125.8GiB,6.19GB / 13.6MB,381kB / 22.5GB,41
1717862134,138.45%,5.873GiB / 125.8GiB,6.22GB / 13.6MB,381kB / 22.5GB,41
1717862136,120.80%,5.914GiB / 125.8GiB,6.25GB / 13.7MB,385kB / 22.7GB,41
1717862138,70.55%,5.944GiB / 125.8GiB,6.28GB / 13.8MB,385kB / 22.8GB,41
1717862140,116.46%,5.984GiB / 125.8GiB,6.32GB / 13.9MB,389kB / 23GB,41
1717862142,119.24%,6.027GiB / 125.8GiB,6.36GB / 13.9MB,389kB / 23.2GB,41
1717862144,137.53%,6.072GiB / 125.8GiB,6.39GB / 14MB,393kB / 23.3GB,41
1717862146,134.97%,6.12GiB / 125.8GiB,6.44GB / 14.1MB,397kB / 23.5GB,41
1717862148,135.31%,6.17GiB / 125.8GiB,6.48GB / 14.2MB,401kB / 23.7GB,41
1717862150,161.64%,6.219GiB / 125.8GiB,6.52GB / 14.3MB,401kB / 23.9GB,41
1717862152,44.42%,6.244GiB / 125.8GiB,6.55GB / 14.3MB,406kB / 24.1GB,41
1717862154,190.44%,6.35GiB / 125.8GiB,6.59GB / 14.4MB,406kB / 24.2GB,41
1717862156,143.23%,6.36GiB / 125.8GiB,6.62GB / 14.5MB,406kB / 24.3GB,41
1717862158,101.01%,6.408GiB / 125.8GiB,6.67GB / 14.6MB,406kB / 24.4GB,41
1717862160,124.68%,6.453GiB / 125.8GiB,6.71GB / 14.7MB,410kB / 24.6GB,41
1717862162,148.05%,6.496GiB / 125.8GiB,6.75GB / 14.8MB,410kB / 24.7GB,41
1717862164,168.51%,6.513GiB / 125.8GiB,6.78GB / 14.8MB,418kB / 24.9GB,40
1717862166,85.90%,6.554GiB / 125.8GiB,6.82GB / 14.9MB,418kB / 25GB,40
1717862168,150.24%,6.603GiB / 125.8GiB,6.86GB / 15MB,422kB / 25.2GB,40
1717862170,187.31%,6.679GiB / 125.8GiB,6.9GB / 15.1MB,426kB / 25.3GB,40
1717862172,120.81%,6.692GiB / 125.8GiB,6.93GB / 15.2MB,426kB / 25.5GB,40
1717862174,170.79%,6.737GiB / 125.8GiB,6.98GB / 15.2MB,430kB / 25.6GB,40
1717862176,152.61%,6.787GiB / 125.8GiB,7.02GB / 15.3MB,434kB / 25.8GB,39
1717862178,72.85%,6.817GiB / 125.8GiB,7.05GB / 15.4MB,434kB / 25.9GB,39
1717862180,111.60%,6.856GiB / 125.8GiB,7.08GB / 15.5MB,438kB / 26GB,39
1717862182,109.44%,6.897GiB / 125.8GiB,7.12GB / 15.5MB,438kB / 26.1GB,39
1717862184,105.54%,6.933GiB / 125.8GiB,7.15GB / 15.6MB,442kB / 26.2GB,39
1717862186,94.21%,6.972GiB / 125.8GiB,7.19GB / 15.7MB,442kB / 26.3GB,39
1717862188,64.53%,7.004GiB / 125.8GiB,7.21GB / 15.7MB,446kB / 26.4GB,39
1717862190,74.65%,7.031GiB / 125.8GiB,7.24GB / 15.8MB,446kB / 26.5GB,39
1717862192,95.02%,7.097GiB / 125.8GiB,7.27GB / 15.8MB,451kB / 26.6GB,40
1717862194,147.16%,7.116GiB / 125.8GiB,7.3GB / 15.9MB,451kB / 26.7GB,40
1717862196,76.09%,7.135GiB / 125.8GiB,7.33GB / 16MB,455kB / 26.7GB,39
1717862198,118.97%,7.174GiB / 125.8GiB,7.36GB / 16MB,455kB / 26.8GB,39
1717862200,121.43%,7.204GiB / 125.8GiB,7.39GB / 16.1MB,459kB / 26.9GB,39
1717862202,54.08%,7.233GiB / 125.8GiB,7.41GB / 16.2MB,459kB / 27GB,39
1717862204,87.10%,7.272GiB / 125.8GiB,7.45GB / 16.2MB,463kB / 27.1GB,39
1717862206,83.90%,7.301GiB / 125.8GiB,7.48GB / 16.3MB,463kB / 27.2GB,39
1717862208,73.88%,7.336GiB / 125.8GiB,7.5GB / 16.3MB,467kB / 27.3GB,39
1717862210,78.12%,7.365GiB / 125.8GiB,7.53GB / 16.4MB,467kB / 27.4GB,39
1717862212,93.94%,7.398GiB / 125.8GiB,7.56GB / 16.5MB,471kB / 27.5GB,39
1717862215,132.90%,7.442GiB / 125.8GiB,7.6GB / 16.5MB,471kB / 27.6GB,39
1717862217,71.80%,7.471GiB / 125.8GiB,7.62GB / 16.6MB,471kB / 27.7GB,39
1717862219,126.53%,7.511GiB / 125.8GiB,7.66GB / 16.7MB,471kB / 27.8GB,39
1717862221,75.05%,7.547GiB / 125.8GiB,7.69GB / 16.7MB,479kB / 27.9GB,39
1717862223,124.43%,7.597GiB / 125.8GiB,7.74GB / 16.8MB,483kB / 28.1GB,39
1717862225,118.26%,7.631GiB / 125.8GiB,7.77GB / 16.9MB,483kB / 28.2GB,39
1717862227,132.08%,7.669GiB / 125.8GiB,7.8GB / 17MB,487kB / 28.4GB,39
1717862229,177.47%,7.715GiB / 125.8GiB,7.84GB / 17.1MB,492kB / 28.6GB,39
1717862231,134.44%,7.75GiB / 125.8GiB,7.87GB / 17.2MB,492kB / 28.8GB,39
1717862233,138.61%,7.788GiB / 125.8GiB,7.9GB / 17.2MB,496kB / 28.9GB,39
1717862235,128.03%,7.825GiB / 125.8GiB,7.93GB / 17.3MB,496kB / 29GB,39
1717862237,121.55%,7.863GiB / 125.8GiB,7.96GB / 17.4MB,500kB / 29.1GB,39
