Timestamp,CPU%,MemUsage,NetIO,BlockIO,PIDs,VirtuaUsers
0,17.25,0.00,11.8GB / 60.3MB,0.00,10,8
0,29.25,21.50,11.8GB / 60.4MB,51.20,14,8
0,1.75,30.72,11.8GB / 60.4MB,0.00,16,8
0,33.46,40.96,11.8GB / 60.4MB,0.00,16,8
0,8.68,44.03,11.8GB / 60.4MB,51.20,16,8
0,18.17,50.17,11.8GB / 60.5MB,0.00,16,8
0,22.98,51.20,11.8GB / 60.5MB,0.00,16,8
0,21.70,48.13,11.8GB / 60.5MB,0.00,16,8
0,14.55,50.17,11.8GB / 60.5MB,51.20,16,8
0,20.45,53.25,11.8GB / 60.6MB,0.00,16,8
0,20.66,56.32,11.8GB / 60.6MB,0.00,16,8
0,19.95,59.39,11.8GB / 60.7MB,0.00,16,8
0,15.10,61.44,11.8GB / 60.7MB,0.00,16,8
0,21.08,64.51,11.8GB / 60.7MB,0.00,16,8
0,19.07,67.58,11.8GB / 60.7MB,0.00,16,8
0,6.40,69.63,11.8GB / 60.8MB,0.00,16,8
1,22.90,72.70,11.8GB / 60.8MB,51.20,16,8
1,12.86,75.77,11.8GB / 60.8MB,0.00,16,8
1,9.24,76.80,11.8GB / 60.9MB,0.00,16,8
1,15.09,78.85,11.8GB / 60.9MB,0.00,16,8
1,12.73,81.92,11.8GB / 60.9MB,0.00,16,8
1,8.49,82.94,11.8GB / 60.9MB,0.00,16,8
1,11.32,83.97,11.8GB / 61MB,0.00,16,8
1,6.22,84.99,11.8GB / 61MB,0.00,16,8
1,19.06,87.04,11.8GB / 61MB,0.00,16,8
1,6.64,89.09,11.8GB / 61MB,0.00,16,8
1,16.49,92.16,11.8GB / 61.1MB,51.20,16,8
1,20.78,94.21,11.8GB / 61.1MB,0.00,16,8
1,12.83,95.23,11.8GB / 61.1MB,0.00,16,8
1,9.38,97.28,11.8GB / 61.1MB,0.00,16,8
1,6.15,99.33,11.8GB / 61.1MB,0.00,16,8
1,14.95,102.40,11.8GB / 61.2MB,0.00,16,8
1,9.68,104.45,11.8GB / 61.2MB,0.00,16,8
1,9.80,106.49,11.8GB / 61.2MB,0.00,16,8
1,11.91,108.54,11.8GB / 61.3MB,0.00,16,8
1,13.41,109.57,11.8GB / 61.3MB,0.00,16,8
1,20.97,112.64,11.8GB / 61.3MB,0.00,16,8
1,25.07,115.71,11.8GB / 61.4MB,0.00,16,8
1,12.40,116.73,11.8GB / 61.4MB,0.00,16,8
1,10.91,118.78,11.8GB / 61.4MB,51.20,16,8
1,9.11,119.81,11.8GB / 61.4MB,0.00,16,8
1,23.12,122.88,11.8GB / 61.5MB,0.00,16,8
1,9.76,125.95,11.8GB / 61.5MB,0.00,16,8
1,0.64,124.93,11.8GB / 61.5MB,0.00,16,8
1,17.19,128.00,11.8GB / 61.6MB,0.00,16,8
2,15.30,130.05,11.8GB / 61.6MB,0.00,16,8
2,12.80,132.09,11.8GB / 61.6MB,0.00,16,8
2,4.51,133.12,11.8GB / 61.6MB,0.00,16,8
2,14.37,135.17,11.8GB / 61.7MB,0.00,16,8
2,14.09,137.21,11.8GB / 61.7MB,51.20,16,8
2,18.95,140.29,11.8GB / 61.7MB,0.00,16,8
2,0.72,140.29,11.8GB / 61.7MB,0.00,16,8
