TPM,time
4734,0
169632,10
216528,20
214458,30
202320,40
226152,50
232044,60
236532,70
235854,80
230904,90
211050,100
226710,110
225174,120
227664,130
232182,140
233472,150
208410,160
218358,170
232530,180
235410,190
238038,200
236178,210
266064,220
292914,230
280056,240
294768,250
291810,260
292638,270
276942,280
153120,290
187326,300
293646,310
290292,320
295008,330
297108,340
289116,350
285990,360
182070,370
151854,380
291858,390
270882,400
66000,410
251802,420
260796,430
263610,440
254460,450
191034,460
72354,470
221712,480
229758,490
51174,500
277596,510
158220,520
162816,530
215112,540
87672,550
292002,560
290442,570
20550,580
244404,590
61488,600
22806,610
