TPM,time
0,0
142164,10
213252,20
211656,30
212856,40
213150,50
209412,60
212670,70
213576,80
212190,90
214080,100
215094,110
214488,120
210252,130
208014,140
208314,150
208590,160
185202,170
123606,180
74166,190
194760,200
200448,210
199782,220
195744,230
203730,240
209538,250
207834,260
207888,270
209130,280
207036,290
207006,300
210000,310
210228,320
213498,330
211686,340
200622,350
206844,360
197754,370
206376,380
213390,390
211122,400
200946,410
202308,420
207660,430
206214,440
202440,450
199956,460
207192,470
206034,480
201474,490
204618,500
209736,510
207498,520
197616,530
201780,540
203988,550
205320,560
207474,570
207048,580
204864,590
203112,600
18624,610
