TPM,time
18,0
76860,10
347688,20
198636,30
167202,40
141732,50
148164,60
195828,70
63312,80
240042,90
62010,100
205308,110
100344,120
171732,130
122676,140
174174,150
112200,160
137904,170
178968,180
51816,190
216876,200
78492,210
213552,220
66348,230
164646,240
140124,250
110334,260
143694,270
94140,280
182460,290
42552,300
200766,310
66612,320
196782,330
75150,340
195276,350
82602,360
113550,370
162354,380
94152,390
158382,400
44946,410
185142,420
99798,430
169974,440
74724,450
181692,460
137268,470
105642,480
180930,490
89802,500
175080,510
62838,520
201534,530
75786,540
203160,550
76056,560
191574,570
94308,580
139482,590
190986,600
65214,610
80346,620
