TPM,time
30,0
188220,10
284298,20
291564,30
278670,40
288678,50
286734,60
289404,70
286686,80
294432,90
241320,100
89046,110
331818,120
114846,130
299994,140
347118,150
241104,160
157752,170
279420,180
105990,190
280350,200
292722,210
291762,220
180492,230
147996,240
284022,250
282774,260
296166,270
259056,280
18228,290
255102,300
122970,310
204312,320
171540,330
122664,340
300612,350
299124,360
107298,370
260604,380
293940,390
166452,400
109614,410
184986,420
53544,430
257268,440
89154,450
243336,460
67818,470
206850,480
86622,490
151500,500
146148,510
104238,520
190782,530
26004,540
289260,550
49014,560
229176,570
80544,580
156732,590
106470,600
30084,610
