TPM,time
6,0
38700,10
271488,20
295518,30
247908,40
51468,50
221436,60
95202,70
268152,80
91356,90
214980,100
132342,110
150432,120
186162,130
118074,140
213990,150
8862,160
195012,170
81144,180
184908,190
117720,200
150882,210
137262,220
94644,230
215280,240
37734,250
226062,260
39762,270
195450,280
74490,290
169086,300
104586,310
158382,320
125352,330
102126,340
183474,350
35082,360
211098,370
52134,380
165894,390
49356,400
166530,410
115896,420
133632,430
138480,440
72492,450
181146,460
5082,470
226824,480
64314,490
213774,500
48216,510
172548,520
124032,530
121782,540
138456,550
78036,560
195810,570
31110,580
240600,590
44424,600
194736,610
