TPM,time
0,0
69684,10
141054,20
223122,30
222360,40
225678,50
222672,60
226854,70
219660,80
224400,90
220578,100
226260,110
223398,120
222492,130
205506,140
211068,150
211500,160
212040,170
211800,180
178740,190
225990,200
225060,210
226878,220
223494,230
228360,240
220794,250
217806,260
225738,270
227406,280
224568,290
227322,300
222426,310
224838,320
223314,330
222666,340
224562,350
224466,360
223590,370
217686,380
206130,390
210906,400
208782,410
211476,420
209358,430
211692,440
213162,450
212214,460
213378,470
214350,480
214476,490
210174,500
216150,510
212094,520
214572,530
213624,540
209556,550
206442,560
212478,570
211830,580
216276,590
197388,600
22866,610
