TPM,time
36,0
247212,10
374274,20
381510,30
277902,40
286938,50
275592,60
275376,70
289110,80
291102,90
293262,100
288348,110
278892,120
281556,130
278214,140
285618,150
281190,160
283224,170
282438,180
168210,190
113916,200
265374,210
135306,220
152496,230
273840,240
45528,250
250980,260
260664,270
42492,280
245094,290
87726,300
215796,310
143418,320
144306,330
279540,340
283368,350
118020,360
198396,370
280614,380
278436,390
156288,400
155922,410
262596,420
61056,430
225450,440
266334,450
63228,460
212844,470
226332,480
68340,490
195558,500
191646,510
149340,520
273462,530
56034,540
325968,550
117834,560
221412,570
222432,580
141330,590
303660,600
17016,610
