TPM,time
18,0
52722,10
401556,20
183894,30
223986,40
99654,50
239040,60
114732,70
252804,80
103134,90
165348,100
250602,110
139596,120
215862,130
13170,140
343266,150
39546,160
269760,170
143406,180
373470,190
120096,200
224058,210
285006,220
223242,230
255402,240
89148,250
370518,260
125472,270
325386,280
111408,290
320070,300
236640,310
393342,320
148638,330
123306,340
401886,350
21630,360
461202,370
85638,380
423600,390
171882,400
378108,410
166770,420
331452,430
383784,440
61236,450
338532,460
133632,470
489900,480
167676,490
235344,500
157782,510
327072,520
339162,530
95352,540
270732,550
46416,560
476292,570
186708,580
262026,590
134544,600
262020,610
13128,620
