TPM,time
2418,0
278028,10
347088,20
172950,30
182142,40
116184,50
232956,60
81342,70
259164,80
104280,90
187014,100
134082,110
227814,120
225708,130
191436,140
189840,150
130098,160
280998,170
137022,180
261090,190
110622,200
253992,210
99726,220
235452,230
124944,240
182196,250
142806,260
111390,270
220074,280
74058,290
221382,300
83736,310
219858,320
80736,330
180270,340
84330,350
157326,360
105564,370
91188,380
181890,390
71016,400
193458,410
28968,420
205932,430
105534,440
117366,450
132120,460
145530,470
206442,480
106656,490
259212,500
81780,510
334476,520
67740,530
191676,540
101988,550
190836,560
85896,570
166098,580
169998,590
56472,600
114864,610
