TPM,time
6,0
74124,10
360456,20
323532,30
169140,40
324870,50
137268,60
302820,70
128478,80
345516,90
119652,100
242682,110
118704,120
223530,130
176886,140
171030,150
209598,160
139374,170
236274,180
71922,190
288168,200
16176,210
286536,220
146538,230
223920,240
150144,250
152706,260
186474,270
69672,280
253716,290
49734,300
217956,310
64620,320
217062,330
129858,340
186084,350
175890,360
142308,370
191058,380
74466,390
249732,400
47334,410
235086,420
86142,430
206466,440
120846,450
182730,460
132054,470
146238,480
177762,490
53220,500
236742,510
82476,520
216582,530
56124,540
216048,550
82758,560
171288,570
147366,580
135342,590
194934,600
54678,610
21690,620
