TPM,time
5514,0
300720,10
250938,20
227760,30
153570,40
171300,50
211152,60
132912,70
245022,80
89772,90
230682,100
83250,110
236760,120
76974,130
192660,140
114258,150
127308,160
159540,170
87954,180
170820,190
58362,200
217206,210
90138,220
172368,230
85452,240
134454,250
127908,260
109764,270
124098,280
64974,290
181128,300
42300,310
193212,320
75042,330
187848,340
72030,350
149616,360
110226,370
131622,380
153132,390
95214,400
146010,410
33054,420
180042,430
45492,440
160314,450
74418,460
144534,470
109488,480
140826,490
131640,500
102384,510
153114,520
49398,530
193890,540
42246,550
184062,560
67446,570
160596,580
138414,590
123462,600
19248,610
