TPM,time
2622,0
269724,10
310056,20
204990,30
153780,40
182472,50
183636,60
89604,70
234126,80
75864,90
224664,100
79938,110
235518,120
108804,130
206616,140
170586,150
123204,160
258558,170
51054,180
237210,190
84258,200
254166,210
79164,220
276576,230
84132,240
201516,250
168576,260
125772,270
245394,280
105546,290
256536,300
98100,310
257670,320
86424,330
238374,340
81390,350
211722,360
156360,370
171000,380
257238,390
64362,400
282708,410
84348,420
256908,430
63684,440
278190,450
87306,460
223836,470
181920,480
148464,490
202116,500
124422,510
224292,520
47064,530
290688,540
57210,550
246246,560
160374,570
148908,580
158052,590
201018,600
71424,610
