TPM,time
18,0
81594,10
420516,20
228252,30
251364,40
103272,50
240312,60
150978,70
220212,80
168876,90
190254,100
247002,110
72978,120
335334,130
103392,140
360852,150
74370,160
274410,170
104562,180
338082,190
138600,200
139638,210
242028,220
104592,230
358878,240
49482,250
244458,260
96600,270
326610,280
70542,290
168276,300
141618,310
191448,320
206856,330
73080,340
306414,350
110004,360
306522,370
76218,380
248916,390
134352,400
299364,410
120420,420
149418,430
220944,440
93186,450
326346,460
47250,470
276168,480
101664,490
413238,500
74076,510
216726,520
162246,530
249486,540
265062,550
35118,560
251682,570
41634,580
335496,590
112074,600
238224,610
47250,620
18450,630
