TPM,time
0,0
59526,10
60804,20
226422,30
226098,40
229218,50
226194,60
224886,70
222780,80
226362,90
228690,100
224832,110
227598,120
226782,130
225942,140
112050,150
11616,160
32136,170
32454,180
28710,190
72492,200
227520,210
226104,220
226806,230
224562,240
221580,250
225138,260
223200,270
225738,280
228624,290
225240,300
224886,310
227118,320
212748,330
212088,340
215742,350
214878,360
214404,370
215862,380
225582,390
225456,400
224856,410
227058,420
224724,430
223542,440
219234,450
215118,460
214452,470
217362,480
213846,490
219300,500
216558,510
216294,520
218088,530
215148,540
218622,550
211338,560
211692,570
216210,580
214896,590
216012,600
20130,610
