TPM,time
6,0
37776,10
148722,20
130020,30
128976,40
129324,50
124536,60
113484,70
114924,80
117996,90
111366,100
122274,110
125676,120
124446,130
127110,140
135792,150
122058,160
131088,170
118134,180
135222,190
121176,200
122664,210
124272,220
118266,230
130560,240
117996,250
126642,260
128058,270
118548,280
119280,290
122340,300
133230,310
131628,320
122358,330
123402,340
132438,350
109494,360
129906,370
122016,380
126420,390
127902,400
116748,410
120588,420
121242,430
128586,440
124752,450
132048,460
123960,470
112122,480
126330,490
130236,500
116874,510
123726,520
128838,530
119934,540
131574,550
118638,560
123684,570
131772,580
116910,590
110328,600
82866,610
