TPM,time
134970,0
152664,10
134100,20
131868,30
132072,40
130926,50
137694,60
139602,70
123264,80
137706,90
138036,100
137430,110
131460,120
138372,130
133440,140
144174,150
145554,160
126714,170
135624,180
135102,190
123432,200
126384,210
113478,220
116340,230
142404,240
135084,250
140274,260
123546,270
113118,280
117264,290
112872,300
98400,310
109020,320
98940,330
97842,340
94332,350
94662,360
90780,370
91758,380
93168,390
89364,400
87312,410
89970,420
82818,430
80322,440
92094,450
99474,460
87078,470
87966,480
91770,490
85908,500
85446,510
86004,520
100404,530
119286,540
119826,550
117690,560
147504,570
103596,580
39138,590
