TPM,time
0,0
127044,10
201786,20
203796,30
196434,40
194028,50
194328,60
190290,70
199764,80
198132,90
205776,100
206274,110
210390,120
220086,130
227022,140
183162,150
147852,160
127788,170
111498,180
179598,190
193812,200
185670,210
176424,220
149976,230
133860,240
115980,250
106698,260
95322,270
103500,280
98928,290
94800,300
60948,310
87498,320
85938,330
146472,340
169386,350
188094,360
178440,370
190260,380
158646,390
143076,400
125958,410
124950,420
121452,430
110820,440
100362,450
99396,460
92004,470
90060,480
108498,490
171432,500
185958,510
189876,520
193878,530
187896,540
154842,550
151086,560
183594,570
181062,580
186414,590
96138,600
