TPM,time
6,0
42498,10
166110,20
147720,30
149424,40
151878,50
166392,60
156810,70
158658,80
168120,90
167394,100
166998,110
164946,120
157308,130
165060,140
159900,150
155844,160
166350,170
162144,180
172722,190
167154,200
168282,210
153486,220
173046,230
164634,240
167616,250
182442,260
165942,270
151722,280
166326,290
162606,300
166992,310
170220,320
179142,330
155604,340
164748,350
168246,360
162744,370
161244,380
164724,390
166842,400
167664,410
164784,420
169494,430
162762,440
151878,450
159858,460
168582,470
171954,480
169320,490
157932,500
156618,510
170760,520
168114,530
159756,540
173160,550
162894,560
174744,570
163482,580
163464,590
134898,600
