TPM,time
6,0
18252,10
87792,20
77472,30
76464,40
88164,50
93732,60
92958,70
104994,80
109740,90
110112,100
113850,110
112536,120
102618,130
101772,140
107904,150
110928,160
112758,170
111942,180
116496,190
113898,200
115680,210
112206,220
115122,230
113922,240
118728,250
114342,260
117120,270
114342,280
120696,290
114876,300
120516,310
117198,320
119136,330
112692,340
116850,350
116784,360
113412,370
115248,380
113454,390
114900,400
112038,410
109818,420
113286,430
113562,440
111210,450
111612,460
113280,470
112446,480
111588,490
112476,500
112452,510
113604,520
95166,530
100134,540
98334,550
102162,560
106164,570
111318,580
105468,590
107088,600
83292,610
63360,620
