TPM,time
6,0
504,10
10080,20
14694,30
13656,40
9546,50
9114,60
8358,70
5070,80
7962,90
4998,100
5316,110
4530,120
5508,130
7746,140
8988,150
7692,160
7182,170
4530,180
5346,190
7176,200
1812,210
6558,220
4002,230
5520,240
6882,250
4926,260
7038,270
6594,280
5568,290
3816,300
4926,310
5340,320
6996,330
4338,340
3318,350
2814,360
3858,370
2058,380
4302,390
5112,400
4986,410
5508,420
3996,430
4326,440
2634,450
7158,460
3174,470
6132,480
3780,490
3840,500
4884,510
2838,520
4854,530
2832,540
7056,550
5292,560
5268,570
5328,580
5790,590
2616,600
4920,610
3474,620
3372,630
3210,640
5322,650
2616,660
3954,670
1506,680
2898,690
1386,700
750,710
606,720
672,730
