TPM,time
0,0
2820,10
4212,20
4392,30
3864,40
2700,50
3684,60
3510,70
4032,80
3450,90
3012,100
3486,110
2670,120
3576,130
4134,140
3384,150
2388,160
3132,170
3342,180
4230,190
3054,200
4692,210
4020,220
2502,230
3996,240
2808,250
4242,260
5388,270
3510,280
4020,290
4698,300
4176,310
4590,320
3648,330
4782,340
2454,350
3600,360
2646,370
2244,380
3426,390
3306,400
2748,410
1332,420
3024,430
3786,440
3306,450
2730,460
2844,470
2406,480
3114,490
5364,500
3396,510
3564,520
2946,530
4296,540
3840,550
3774,560
3516,570
3576,580
3990,590
4512,600
3774,610
3306,620
2898,630
1692,640
1824,650
2214,660
3666,670
780,680
